id_poi;nom;categorie;types;description_analyse;public_cible
4014;Le Vert Buisson;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ de Rocquefort, ce parcours offre un véritable bain de nature entre les côteaux boisés, le fond du vallon du Vert Buisson et les espaces cultivés du plateau cauchois. Le patrimoine local est aussi présent sur votre parcours (fermes, églises, château et maisons normandes) qui suit le même ch;Adultes, Enfants, Familles, Randonneurs
4022;Arbr'en Ciel Rouen / Préaux;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;"Situé à 15 minutes de Rouen, dans un magnifique espace forestier, le parc Arbr' en Ciel ""multi-activités"" vous accueille sur ses 11 parcours « accrobranche » sécurisés par une ligne de vie continue. Plus de 140 jeux accessibles à toute la famille... Situé à 15 minutes de Rouen, dans un magnifique es";Adolescents, Adultes, Enfants, Familles
4024;Les Terres de l’Abbaye;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au programme de cette balade, découvrez les richesses du Pays de Caux : château, abbaye et ancien relai de poste… Au programme de cette balade, découvrez les richesses du Pays de Caux : château, abbaye et ancien relai de poste…;Adultes, Familles, Randonneurs
4045;Gare de Eu;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
4046;Le Bois des Loges;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Découverte au Pays de Caux au départ du train touristique qui permet de relier Etretat. Découverte au Pays de Caux au départ du train touristique qui permet de relier Etretat.;Adultes, Familles, Randonneurs
4053;Le bois des écluses;activity;olo:OrderedList, EducationalTrail, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Tour, WalkingTour;Une balade qui vous fera partir à la rencontre de l'histoire du Canal de Tancarville.Au début du parcours, partez à la découverte des écluses qui permettaient autrefois de garantir une bonne navigation fluviale. Aujourd'hui encore elle sont utilisées pour le passage des bateaux.Puis continuez votre ;Adultes, Enfants, Familles, Groupes scolaires, Randonneurs
4068;Mont Madame à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Cette boucle VTT vous guidera à travers la Forêt d'Eu grâce à ses poteaux indicateurs. Ceux-ci présentent la particularité d'être en fonte, ce qui les rend unique en France !Vous vous trouverez à proximité du Château de la Grande Vallée et la Chapelle Dubos, alors ne les manquez pas, allez y jeter u;Adultes, Sportifs
4069;Patrimoine de la Vallée du Dun à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au cœur du Pays de Caux, la Chapelle-sur-Dun et son église sont le point de départ de cette randonnée de 7,8km qui plaira aux petits comme aux grands. Laissez-vous séduire par les paysages champêtres et le patrimoine rural que vous fera découvrir ce circuit. Alors on chausse les chaussures de rando,;Adultes, Randonneurs, Sportifs
4082;Association gîte du Valnaye - Canoë kayak;activity;schema:Product, PlaceOfInterest, PointOfInterest, Practice, Product, SportsAndLeisurePlace;Descendez l'Austreberthe en groupe en canoë-kayak du Paulu (Saint-Pierre-de-Varengeville) à Duclair sur un parcours touristique d'une durée de 2h30. Ce parcours de découverte et de détente fait 14 km. Il comporte 3 chutes et plusieurs petits seuils... Descendez l'Austreberthe en groupe en canoë-kaya;Adultes, Familles
4086;Entre Seine et mer à vélo;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Relier à vélo la Côte d'Albâtre à la Vallée de Seine en traversant les plateaux du Pays de Caux. Relier à vélo la Côte d'Albâtre à la Vallée de Seine en traversant les plateaux du Pays de Caux.;Adultes, Sportifs
4095;Le Tankiste So Char Away;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Conduite de tank et balade en tank sur un terrain privé à Vatteville-la-Rue en Normandie. Conduite de tank et balade en tank sur un terrain privé à Vatteville-la-Rue en Normandie.;Adultes, Familles, Randonneurs
4107;Pass Tourisme Le Havre-Etretat;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Profitez de réductions exceptionnelles sur les principales attractions, musées, et activités de la région. Avec notre pass, vivez une expérience inoubliable en Normandie tout en faisant des économies. Que ce soit le temps d’un week-end, d’un pont... Profitez de réductions exceptionnelles sur les pri;Adultes, Familles
4110;Base de loisirs du Lac de Caniel;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Dans le cadre exceptionnel de la Vallée de la Durdent, base de loisirs aux multiples activités : ski nautique, pédal'eau, canoë-kayak, stand up paddle simple, stand up paddle XXL, luge d'été, village gonflable et aquapark du 01 juillet au 31 août .... Dans le cadre exceptionnel de la Vallée de la Du;Adolescents, Adultes, Enfants, Familles
4115;Le Val Saint-Etienne;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Après une visite au Musée du Cidre et des Métiers Traditionnels, repartez à la découverte du Val SaintEtienne qui vous mènera vers de remarquables richesses notamment la chapelle Saint-Etienne et sa source. Sur le chemin du retour, vous passerez à proximité du Golf de Saint-Saëns. Après une visite a;Adultes, Familles, Randonneurs
4133;Les Orchidées à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;"Itinéraire entre plaines, côtes calcaires et vallons. Vous descendrez vers un minuscule ruisseau appelé ""La Grippe"" et pourrez voir des orchidées sauvages selon la saison. Itinéraire entre plaines, côtes calcaires et vallons. Vous descendrez vers un minuscule ruisseau appelé ""La Grippe"" et pourrez v";Adultes, Enfants
4137;Du Chemin Vert au Chemin de Fer à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une sortie VTT entre Brachy et Luneray, à la découverte du passé ferroviaire du Terroir de Caux, pour ravir les amoureux du vélo. Sur une demi-journée, parcourez la Vallée de la Saâne, casque sur la tête, bouteille d'eau et encas dans le sac, sans oublier la tenue adaptée en cas de mauvais temps. Et;Adultes, Sportifs
4141;Aire de pique-nique du hameau d'Augeville;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;L'aire est située à côté de la chapelle L'aire est située à côté de la chapelle;Adultes, Familles
4157;Association Piân’Piâne;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TeachingFarm;Venez découvrir l'association Piân'Piâne ! Installée au coeur d'une ancienne ferme maraîchère, son site de plus de 3 hectares héberge des moutons, des chèvres, des cochons, des lapins, des volailles et des ânes. Il dispose également d'un jardin... Venez découvrir l'association Piân'Piâne ! Installée;Enfants, Familles, Groupes scolaires
4164;Balad'Et Vous Normandie;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Balad'Et Vous propose de la location de 2CV en Normandie sans chauffeur pour découvrir la Côte d'Albâtre entre Dieppe et Veules-les-Roses. Au volant de notre deudeuche, vous serez guidé par notre Road-Book. Tout au long de votre itinéraire, nous... Balad'Et Vous propose de la location de 2CV en Norm;Adultes, Familles
4171;Battle Archerie des 2 Falaises;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;"C'est quoi ""Battle Archerie"" ? Activité à mi-chemin entre tir à l'arc et paintball, la ""Battle Archerie"" se pratique en équipe. Deux équipes s'affrontent pour être la première à faire tomber les cibles de l'adversaire, ou tout simplement éliminer... C'est quoi ""Battle Archerie"" ? Activité à mi-chemi";Adolescents, Adultes
4192;Les Hamouhoques à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Sur le plateau cauchois, à vous les grands espaces et le joli patrimoine des villages et hameaux. Sur le plateau cauchois, à vous les grands espaces et le joli patrimoine des villages et hameaux.;Adultes, Sportifs
4196;Circuit de l'Epte;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce circuit de 43 km vous fera découvrir le patrimoine rurale du Pays de Bray. Petites églises, lavoir, chapelle, presbytère, Château ... de belles découvertes à vélo au programme en plein coeur de la Normandie ! Ce circuit de 43 km vous fera découvrir le patrimoine rurale du Pays de Bray. Petites ég;Adultes, Sportifs
4201;Wolftrott;activity;schema:LocalBusiness, ActivityProvider, LeisureSportActivityProvider, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TastingProvider;Randonnée nature accompagnée en trottinette électrique tout terrain à Quiberville-sur-Mer Partez à l’aventure sur la Côte d’Albâtre, entre falaises, campagne normande et bord de mer, lors d’une randonnée accompagnée en trottinette électrique tout... Randonnée nature accompagnée en trottinette électr;Adultes, Familles, PMR, Randonneurs
4211;Mathilde Lagesse;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Naturopathie, réflexologie, massages et Yoga : une approche unique et adaptée du bien-être. Grâce à la diversité des outils et techniques que Mathilde utilise, elle vous accompagne vers votre mieux-être global. En adaptant les conseils et les... Naturopathie, réflexologie, massages et Yoga : une app;Adultes
4216;La Vallée du Tôt à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Entre plaine et forêt, vous serez à l'extrémité du Pays de Bray. Faites un détour à la Chapelle funéraire néo-byzantine de 1868 nichée au milieu des bois. Entre plaine et forêt, vous serez à l'extrémité du Pays de Bray. Faites un détour à la Chapelle funéraire néo-byzantine de 1868 nichée au milieu ;Adultes, Sportifs
4219;Port de Plaisance;activity;Marina, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le port de plaisance, situé au cœur de la ville historique, est accessible à toutes heures, sans contrainte de marée pour les visiteurs (69 places). A 2 heures de Paris et 5 minutes de la gare SNCF et du Transmanche Ferry pour la ligne... Le port de plaisance, situé au cœur de la ville historique, e;Adultes, Familles
4237;Aéroclub d'Eu-Le Tréport-Mers;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;L' aéro-club d'Eu vous propose des baptêmes de l'air en avion ou en ULM (survol d'Eu, Mers Les Bains, Le Tréport), promenade aérienne en Baie de Somme. École de pilotage agréée avion et ULM multiaxes. Formation des jeunes au BIA L'aéro-club Eu -... L' aéro-club d'Eu vous propose des baptêmes de l'ai;Adultes
4242;Le Jardin du Roi de Rome;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette boucle au départ des Ventes-Saint-Rémy vous fera traverser la forêt d’Eawy, massif forestier en partie classé en zone Natura 2000. A votre retour, prenez le temps de flâner dans le Jardin du Roi de Rome. Cette boucle au départ des Ventes-Saint-Rémy vous fera traverser la forêt d’Eawy, massif f;Adultes, Familles, Randonneurs
4247;Sur les pas de Bourvil à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Le célèbre artiste Bourvil a grandi dans ces paysages et villages cauchois. Le célèbre artiste Bourvil a grandi dans ces paysages et villages cauchois.;Adultes, Sportifs
4249;Ecuries de Jaléhone;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;L'association Jaléhone regroupe des cavaliers propriétaires et non propriétaires désireux de progresser en dressage et hunter dans une ambiance conviviale et chaleureuse sur une cavalerie de concours Club et Amateur. L'association Jaléhone regroupe des cavaliers propriétaires et non propriétaires dé;Adultes, Enfants
4264;Piscine Communautaire Plein Ciel;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;Située au coeur du Pays de Caux, la piscine Communautaire Plein Ciel à Goderville est équipée d'un bassin de 25 m avec éclairage nocturne. Elle vous propose de nombreuses activités : cours d'aquagym, aquabike, cours de natation pour enfants et... Située au coeur du Pays de Caux, la piscine Communaut;Adultes, Enfants, Familles
4266;Promenade au Pays d'Emma Bovary à vélo;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Partez pour une balade sportive à vélo au Pays d'Emma Bovary et ainsi découvrir les sites et paysages qui auraient servi de cadre au célèbre roman de Gustave Flaubert. Parcourez les villages et partez à la recherche des différents panneaux d'informations implantés sur les sites en lien avec l’œuvre ;Adultes, Familles, Randonneurs, Sportifs
4278;Gaillefontaine Château;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette petite boucle vous permettra de découvrir le patrimoine de Gaillefontaine au riche passé historique : ruelles anciennes, halle XIXème et château du XIXème en style néo-gothique. Cette petite boucle vous permettra de découvrir le patrimoine de Gaillefontaine au riche passé historique : ruelles ;Adultes, Familles, Randonneurs
4283;Gare de Sommery;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
4291;Boucle de Beuzeville-la-Grenier;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une randonnée agréable qui vous emmène à vélo de Beuzeville-la-Grenier à Nointot. Rien de tel pour s’emplir les poumons du bon air de la campagne et découvrir ou redécouvrir le charme de la campagne normande! Une randonnée agréable qui vous emmène à vélo de Beuzeville-la-Grenier à Nointot. Rien de t;Adultes, Randonneurs, Sportifs
