id_poi;Nom;Categorie;Ville;CP;Rue;Verdict_initial;Adresse_GPS;lat_old;lon_old;lat_new;lon_new;adresse_geocodee;strategie_utilisee;correction_status
;Atelier créatif : Sablage;event;le havre;76600;7 rue des drapiers;PARFAIT Ville+CP+Rue;7, rue des drapiers, notre dame, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4873901;0.1078328;49.4873901;0.1078328;;;✅✅CONSERVE_PARFAIT
;Nounoune Festival;event;étoutteville;76190;721 rue de la chapelle saint-cosme;OK Ville+CP;701, rue de la chapelle-saint-cosme, étoutteville, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.6695231;0.77721829;49.6726878;0.7691238;Rue de la Chapelle-Saint-Cosme, Étoutteville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;Sortie Nature : Balade gourmande printanière;event;bourdainville;76760;;OK Ville+CP;route de la vallée, bourdainville, rouen, seine-maritime, normandie, france métropolitaine, 76760, france;49.674692;0.94529199;49.674692;0.94529199;;;PAS_TROUVE
;Visite théâtralisée : 100 ans de l'Office de Tourisme;event;forges-les-eaux;76440;parc de l'hôtel de ville;OK Ville+CP;passage marceau faucret, la hêtraie, forges-les-eaux, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.6136629;1.5463089;49.6136629;1.5463089;;;PAS_TROUVE
;Le Moment Normand Le Colza;accommodation;saint-sauveur-d'émalleville;76110;270 rue d'émalleville;OK Ville+CP;rue d'emalleville, saint-sauveur-d'émalleville, le havre, seine-maritime, normandie, france métropolitaine, 76110, france;49.6130758;0.30059635;49.6131063;0.3017922;Rue d'Emalleville, Saint-Sauveur, Saint-Sauveur-d'Émalleville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76110, France;adresse_seule;✅CORRIGE
;L'Havrais Bière;food;le havre;76600;1 rue de paris;PARFAIT Ville+CP+Rue;l'havrais bière, 1, rue de paris, notre dame, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4854745;0.10702792;49.4854745;0.10702792;;;✅✅CONSERVE_PARFAIT
;Aire de stationnement et de service du Camping Les Pommiers;accommodation;saint-léonard;76400;190 rue des pommiers;PARFAIT Ville+CP+Rue;les pommiers, 190, rue des pommiers, saint-léonard, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.709741;0.30972407;49.709741;0.30972407;;;✅✅CONSERVE_PARFAIT
;[Visite guidée] À l'assaut du château !;event;dieppe;76200;/ rue de chastes;PARFAIT Ville+CP+Rue;échiquier héraldique, rue de chastes, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9243623;1.0704652;49.9243623;1.0704652;;;✅✅CONSERVE_PARFAIT
;Initiation gratuite au golf;event;bosc-guérard-saint-adrien;76710;route de la forêt verte;PARFAIT Ville+CP+Rue;golf de rouen la forêt verte, domaine du golf, bosc-guérard-saint-adrien, rouen, seine-maritime, normandie, france métropolitaine, 76710, france;49.5468;1.11307;49.5468;1.11307;;;✅✅CONSERVE_PARFAIT
;Trail des Pompiers;event;val-de-scie;76720;devant la salle des sports;OK Ville+CP;rue henri fleury, auffay, val-de-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76720, france;49.715006;1.103958;49.715006;1.103958;;;PAS_TROUVE
;Autour de Rouen (Est) à moto;activity;rouen;76000;;OK Ville+CP;bnp paribas, 40, rue jeanne d'arc, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.441248;1.09022528;49.441248;1.09022528;;;PAS_TROUVE
;La Montagne;activity;bouelles;76270;;OK Ville+CP;impasse du frais agneau, bouelles, dieppe, seine-maritime, normandie, france métropolitaine, 76270, france;49.705017;1.47887687;49.705017;1.47887687;;;PAS_TROUVE
;Le 6ème Sens;food;rouen;76000;2 rue thomas corneille;PARFAIT Ville+CP+Rue;bisou, 6, rue thomas corneille, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4432656;1.0867777;49.4432656;1.0867777;;;✅✅CONSERVE_PARFAIT
;Les Pêcheries, Musée de Fécamp;culture;fécamp;76400;3 quai capitaine jean recher;PARFAIT Ville+CP+Rue;musée des pêcheries, 3, quai capitaine jean recher, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7616978;0.36823609;49.7616978;0.36823609;;;✅✅CONSERVE_PARFAIT
;Aire de stationnement et de service de La Mailleraye sur Seine;accommodation;arelaune-en-seine;76940;la mailleraye-sur-seine;PARFAIT Ville+CP+Rue;quai paul girardeau, la mailleraye-sur-seine, arelaune-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76940, france;49.483917;0.773568;49.483917;0.773568;;;✅✅CONSERVE_PARFAIT
;Atelier Delphine DEVOS;culture;ry;76116;20 route de blainville;OK Ville+CP;route de blainville, le bel évent, ry, rouen, seine-maritime, normandie, france métropolitaine, 76116, france;49.4722578;1.3419361;49.4716892;1.3423242;Route de Blainville, Le Bel Évent, Ry, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76116, France;adresse_seule;✅CORRIGE
;Bienvenue chez Mme RABBY;accommodation;le havre;76600;110 rue saint jacques;PARFAIT Ville+CP+Rue;110, rue saint-jacques, notre dame, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.487314;0.110579;49.487314;0.110579;;;✅✅CONSERVE_PARFAIT
;La Maison d'Emma;food;rouen;76000;85 rue d'amiens;PARFAIT Ville+CP+Rue;85, rue d'amiens, quartier saint-marc / croix de pierre / saint-nicaise, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44109;1.09942;49.44109;1.09942;;;✅✅CONSERVE_PARFAIT
;Marché traditionnel;event;fontaine-le-dun;76740;centre bourg;OK Ville+CP;place du docteur arthur courbe, rue édouard loisel, fontaine-le-dun, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8127592;0.85020426;49.8127592;0.85020426;;;PAS_TROUVE
;Atelier Kouign-Amann;event;clères;76690;68 rue de l'église;OK Ville+CP;la maison des artisans, rue de l'église, grand cordelleville, clères, rouen, seine-maritime, normandie, france métropolitaine, 76690, france;49.59866;1.10921;49.5985477;1.1090551;68, Rue de l'Église, Grand Cordelleville, Clères, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France;adresse_seule;✅CORRIGE
;Family Villa 29;accommodation;le tréport;76470;29 rue des alliés;OK Ville+CP;avenue des martyrs de la résistance et de la déportation, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.056869;1.364109;50.059098;1.3702117;Rue des Alliés, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;Maroquinerie Les quatre feuilles;shop;bolbec;76210;34 rue de la république;PARFAIT Ville+CP+Rue;34, rue de la république, bolbec, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.57221;0.47246;49.57221;0.47246;;;✅✅CONSERVE_PARFAIT
;Hôtel Le Cygne;accommodation;gournay-en-bray;76220;20 rue notre dame;OK Ville+CP;rue de la halle, saint-clair, gournay-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.483177;1.7235402;49.4832408;1.7235196;Hôtel Le Cygne, 20, Rue Notre-Dame, Saint-Clair, Gournay-en-Bray, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76220, France;nom+ville;✅CORRIGE
;Journées Européennes du Patrimoine au Moulin de l'Arbalète;event;saint-maclou-de-folleville;76890;moulin de l'arbalète;PARFAIT Ville+CP+Rue;rue des moulins, lotissement val de scie, ordemart, saint-maclou-de-folleville, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.6887096;1.1031321;49.6887096;1.1031321;;;✅✅CONSERVE_PARFAIT
;Mobil-home le bonheur est dans le pré;accommodation;le tréport;76470;18 route de mesnil val;NON_TROUVE;rue jacques sorre, flocques, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.04307;1.36055;50.04307;1.36055;;;PAS_TROUVE
;Visite sandwich;event;forges-les-eaux;76440;;OK Ville+CP;mairie de forges-les-eaux, 37, place brévière, la hêtraie, forges-les-eaux, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.613311;1.545886;49.613311;1.545886;;;PAS_TROUVE
;Fête de la Musique;event;luneray;76810;place rené coty;PARFAIT Ville+CP+Rue;9, place rené coty, luneray, dieppe, seine-maritime, normandie, france métropolitaine, 76810, france;49.8288825;0.9117886;49.8288825;0.9117886;;;✅✅CONSERVE_PARFAIT
;Gîtes de France® - La Hêtraie;accommodation;boudeville;76560;78, rue de l'ecole;OK Ville+CP;cité brasse, boudeville, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.723422;0.878398;49.7244889;0.8820669;Rue de l'École, Cité Brasse, Boudeville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76560, France;adresse_seule;✅CORRIGE
;Marché traditionnel;event;fontaine-le-dun;76740;centre bourg;OK Ville+CP;place du docteur arthur courbe, rue édouard loisel, fontaine-le-dun, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8127592;0.85020426;49.8127592;0.85020426;;;PAS_TROUVE
;Atelier : Vaincre la peste;event;rouen;76000;186 rue martainville;OK Ville+CP;galerie telmah, rue martainville, quartier saint-marc / croix de pierre / saint-nicaise, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4400663;1.099885;49.4398626;1.0994404;186, Rue Martainville, Quartier Saint-Marc / Croix de Pierre / Saint-Nicaise, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;France Nature Environnement;nature;rouen;76100;115 bd de l'europe;OK Ville+CP;centre sportif nelson mandela, 7, rue des murs saint-yon, saint-clément, quartier saint-clément / jardin des plantes, rouen, seine-maritime, normandie, france métropolitaine, 76100, france;49.428976;1.0796098;49.4281999;1.0798391;Atrium, 115, Boulevard de l'Europe, Saint-Clément, Quartier Saint-Clément / Jardin des Plantes, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76100, France;adresse_seule;✅CORRIGE
;"Visite découverte ""de la ville primitive à nos jours""";event;saint-valery-en-caux;76460;espace public du littoral;OK Ville+CP;point information jeunesse, place de la gare, le poteau, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.861797;0.7133275;49.861797;0.7133275;;;PAS_TROUVE
;Gîtes de France® - Gîte Normandie Côte d'Albâtre;accommodation;ocqueville;76450;15, route le frémard;PARFAIT Ville+CP+Rue;17, route de fremard, auzeville, ocqueville, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.8060479;0.68312899;49.8060479;0.68312899;;;✅✅CONSERVE_PARFAIT
;Randonnées à Etretat;activity;criquetot-l'esneval;76280;2 lotissement le percoq;OK Ville+CP;rue de l'écluse, le bourg, criquetot-l'esneval, le havre, seine-maritime, normandie, france métropolitaine, 76280, france;49.64146;0.27409;49.64146;0.27409;;;PAS_TROUVE
;Hôtel Campanile Rouen Zénith Parc Expo;accommodation;saint-étienne-du-rouvray;76800;rue de la mare sansoure;PARFAIT Ville+CP+Rue;campanile, rue de la mare sansoure, saint-étienne-du-rouvray, rouen, seine-maritime, normandie, france métropolitaine, 76800, france;49.390547;1.05976999;49.390547;1.05976999;;;✅✅CONSERVE_PARFAIT
;Maison de santé pluridisciplinaire de Maromme SISA des deux moulins;shop;maromme;76150;1 rue de l'eglise;OK Ville+CP;impasse des moulins, maromme, rouen, seine-maritime, normandie, france métropolitaine, 76150, france;49.4821899;1.043259;49.482204;1.043172;1, Rue de l'Église, Maromme, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76150, France;adresse_seule;✅CORRIGE
;Table d'orientation d'Ernemont la Villette;nature;ernemont-la-villette;76220;;OK Ville+CP;d 916, ernemont-la-villette, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.46346;1.69446;49.46346;1.69446;;;PAS_TROUVE
;La Maison Blanche;accommodation;eu;76260;20 rue de la république;OK Ville+CP;rue de la république, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.046033;1.421023;50.0501633;1.4230344;Rue de la République, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Le Cap d'Ailly;nature;sainte-marguerite-sur-mer;76119;;OK Ville+CP;route du phare d'ailly, vasterival, sainte-marguerite-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76119, france;49.914101;0.960418;49.914101;0.960418;;;PAS_TROUVE
;Sensation voile au pied des falaises du Tréport;other;le tréport;76470;centre nautique du tréport;PARFAIT Ville+CP+Rue;sensations large, rue albert cauet, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.062666;1.378418;50.062666;1.378418;;;✅✅CONSERVE_PARFAIT
;Gîtes de France® - Villa Violaine;accommodation;sassetot-le-mauconduit;76540;24, rue des pequeux;A VERIFIER Ville|CP;rue des péqueux, les grandes dalles, saint-pierre-en-port, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.8168011;0.5125157;49.815426;0.5139352;Rue des Péqueux, Les Grandes Dalles, Les Petites Dalles, Sassetot-le-Mauconduit, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76540, France;adresse_seule;✅CORRIGE
;Atelier Petits Choux;event;clères;76690;68 rue de l'église;PARFAIT Ville+CP+Rue;68, rue de l'église, clères, rouen, seine-maritime, normandie, france métropolitaine, 76690, france;49.59852;1.10921;49.59852;1.10921;;;✅✅CONSERVE_PARFAIT
;[Balade nature] Le littoral à marée basse (grande marée);event;dieppe;76200;/ rue alexandre dumas;PARFAIT Ville+CP+Rue;le bas fort blanc, 10, rue alexandre dumas, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9254536;1.066727;49.9254536;1.066727;;;✅✅CONSERVE_PARFAIT
;Première Classe Rouen Sud Parc Expo;accommodation;saint-étienne-du-rouvray;76800;11 avenue des canadiens;OK Ville+CP;rue stendhal, saint-étienne-du-rouvray, rouen, seine-maritime, normandie, france métropolitaine, 76800, france;49.4017035;1.06567522;49.4018223;1.0657492;Première Classe, 11, Avenue des Canadiens, Saint-Étienne-du-Rouvray, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76800, France;adresse_seule;✅CORRIGE
;Gîte de Beaurepaire entre terre et mer;accommodation;saint-rémy-boscrocourt;76260;2 rue de la gare;OK Ville+CP;rue de la gare, heudelimont, saint-rémy-boscrocourt, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.01122;1.37647;50.0107501;1.3786248;Rue de la Gare, Heudelimont, Saint-Rémy-Boscrocourt, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Voiture Bar-Restaurant l'Aiguillage;food;les loges;76790;56 place du 19 mars 1962;OK Ville+CP;voiture bar-restaurant l'aiguillage, rue de la gare, les loges, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7018243;0.28398829;49.7017211;0.2838931;Voiture Bar-Restaurant l'Aiguillage, Rue de la Gare, Les Loges, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76790, France;nom+ville;✅CORRIGE
;Concert : Mike et Riké - Tout le bonheur du monde... Ou presque;event;harfleur;76700;1 rue frédéric chopin;OK Ville+CP;salle de la forge, rue frédéric chopin, fleurville, harfleur, le havre, seine-maritime, normandie, france métropolitaine, 76700, france;49.5100124;0.2002744;49.5107811;0.2002289;Rue Frédéric Chopin, Fleurville, Harfleur, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76700, France;adresse_seule;✅CORRIGE
;Enquête jeu : Les secrets de Saint-Martin;event;harfleur;76700;19 rue des 104;OK Ville+CP;au jardin de li a, rue des 104, beaulieu, harfleur, le havre, seine-maritime, normandie, france métropolitaine, 76700, france;49.5069114;0.1994062;49.5065045;0.1992585;Rue des 104, Beaulieu, Harfleur, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76700, France;adresse_seule;✅CORRIGE
;Gîtes du Château de Maltot - le Normandy;accommodation;saint-ouen-du-breuil;76890;180 rue de maltot;OK Ville+CP;rue de maltot, le breuil, saint-ouen-du-breuil, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.6319;1.01298;49.6326183;1.0204466;Rue de Maltot, Le Breuil, Saint-Ouen-du-Breuil, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76890, France;adresse_seule;✅CORRIGE
;Gîtes de France® - Les Côtières;accommodation;saint-antoine-la-forêt;76170;726, route des côtières;PARFAIT Ville+CP+Rue;route des cotières, saint-antoine-la-forêt, le havre, seine-maritime, normandie, france métropolitaine, 76170, france;49.5473277;0.47258333;49.5473277;0.47258333;;;✅✅CONSERVE_PARFAIT
;Chasse aux oeufs à la Ferme Dumesnil;event;saint-vincent-cramesnil;76430;221 chemin de la ferme du castillon;PARFAIT Ville+CP+Rue;ferme dumesnil, 221, chemin de la ferme du castillon, saint-vincent-cramesnil, le havre, seine-maritime, normandie, france métropolitaine, 76430, france;49.506753;0.34157941;49.506753;0.34157941;;;✅✅CONSERVE_PARFAIT
;Aire de service de Saint-Pierre-les-Elbeuf;accommodation;saint-pierre-lès-elbeuf;76320;avenue des 4 ages;OK Ville+CP;avenue des quatre ages, saint-pierre-lès-elbeuf, rouen, seine-maritime, normandie, france métropolitaine, 76320, france;49.2878352;1.04581385;49.2878352;1.04581385;;;PAS_TROUVE
;Visite guidée : La valleuse de Bruneval;event;saint-jouin-bruneval;76280;2 avenue roger dumont;OK Ville+CP;2, place stéphane hessel, saint-jouin-bruneval, le havre, seine-maritime, normandie, france métropolitaine, 76280, france;49.6429024;0.1630853;49.6429024;0.1630853;;;PAS_TROUVE
